"index","inputs","targets"
"167","[winogrande]:
<sentence>William forgot about all the times when Ian saved them, because _ was generally self-involved.</sentence>
<option1>William</option1>
<option2>Ian</option2>","1"
"168","[winogrande]:
<sentence>Katrina's being taught how to speak Korean by Felicia, so _ was most likely born in Korea.</sentence>
<option1>Katrina</option1>
<option2>Felicia</option2>","2"
"169","[winogrande]:
<sentence>Katrina's being taught how to speak Korean by Felicia, so _ was most likely born in the US.</sentence>
<option1>Katrina</option1>
<option2>Felicia</option2>","1"
"170","[winogrande]:
<sentence>Jason denied Ian's passport application because _ did not provide the correct paperwork in time.</sentence>
<option1>Jason</option1>
<option2>Ian</option2>","2"
"171","[winogrande]:
<sentence>Jason denied Ian's passport application because _ did not receive the correct paperwork in time.</sentence>
<option1>Jason</option1>
<option2>Ian</option2>","1"
"172","[winogrande]:
<sentence>I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the _ essence was too weak.</sentence>
<option1>Vanilla</option1>
<option2>tea tree</option2>","2"
"173","[winogrande]:
<sentence>I wanted a combination of Vanilla and tea tree essence scents but it smelled like Vanilla because the _ essence was too strong.</sentence>
<option1>Vanilla</option1>
<option2>tea tree</option2>","1"
"174","[winogrande]:
<sentence>I'd rather play on a soccer team than be a kicker on a foot ball team since the _ ball is harder to kick.</sentence>
<option1>soccer</option1>
<option2>foot</option2>","2"
"175","[winogrande]:
<sentence>I'd rather play on a soccer team than be a kicker on a foot ball team since the _ ball is easier to kick.</sentence>
<option1>soccer</option1>
<option2>foot</option2>","1"
"176","[winogrande]:
<sentence>Kyle thought the temperature was too warm while William thought it was too cold, so _ turned the heat down.</sentence>
<option1>Kyle</option1>
<option2>William</option2>","1"
"177","[winogrande]:
<sentence>Kyle thought the temperature was too warm while William thought it was too cold, so _ turned the heat up.</sentence>
<option1>Kyle</option1>
<option2>William</option2>","2"
"178","[winogrande]:
<sentence>William wanted an egg for breakfast, but Kevin ate the last one, so _ had to give them cereal.</sentence>
<option1>William</option1>
<option2>Kevin</option2>","2"
"179","[winogrande]:
<sentence>William wanted an egg for breakfast, but Kevin ate the last one, so _ had to eat cereal.</sentence>
<option1>William</option1>
<option2>Kevin</option2>","1"
"180","[winogrande]:
<sentence>The woman sprayed cleaner on the mirror but skipped the countertop because the _ was clean.</sentence>
<option1>mirror</option1>
<option2>countertop</option2>","2"
"181","[winogrande]:
<sentence>The woman sprayed cleaner on the mirror but skipped the countertop because the _ was dirty.</sentence>
<option1>mirror</option1>
<option2>countertop</option2>","1"
"182","[winogrande]:
<sentence>Justin wrote a paragraph in his planner every day unlike Matthew because _ was disorganized.</sentence>
<option1>Justin</option1>
<option2>Matthew</option2>","2"
"183","[winogrande]:
<sentence>Justin wrote a paragraph in his planner every day unlike Matthew because _ was organized.</sentence>
<option1>Justin</option1>
<option2>Matthew</option2>","1"
"184","[winogrande]:
<sentence>The children could only count the number of balls in one jar and not the beans in the other because the _ were too numerous.</sentence>
<option1>balls</option1>
<option2>beans</option2>","2"
"185","[winogrande]:
<sentence>The children could only count the number of balls in one jar and not the beans in the other because the _ were more manageable.</sentence>
<option1>balls</option1>
<option2>beans</option2>","1"
"186","[winogrande]:
<sentence>Erin is known an an entrepreneur while Victoria is only an employee because _ owns a business.</sentence>
<option1>Erin</option1>
<option2>Victoria</option2>","1"
"187","[winogrande]:
<sentence>Erin is known as an entrepreneur while Victoria is only an employee because _ doesn't yet own a business.</sentence>
<option1>Erin</option1>
<option2>Victoria</option2>","2"
"188","[winogrande]:
<sentence>Since _ arrived at work later Dennis would eat their lunch before Adam in the break room at their job.</sentence>
<option1>Dennis</option1>
<option2>Adam</option2>","2"
"189","[winogrande]:
<sentence>Since _ arrived at work sooner Dennis would eat their lunch before Adam in the break room at their job.</sentence>
<option1>Dennis</option1>
<option2>Adam</option2>","1"
"190","[winogrande]:
<sentence>The stomach of Neil was rumbling, but Samuel seemed fine, due to _ being hungry.</sentence>
<option1>Neil</option1>
<option2>Samuel</option2>","1"
"191","[winogrande]:
<sentence>The stomach of Neil was rumbling, but Samuel seemed fine, due to _ being satiated.</sentence>
<option1>Neil</option1>
<option2>Samuel</option2>","2"
"192","[winogrande]:
<sentence>After Logan contracted the chickenpox from Joseph so _ spent the day sending nice texts about it.</sentence>
<option1>Logan</option1>
<option2>Joseph</option2>","2"
"193","[winogrande]:
<sentence>After Logan contracted the chickenpox from Joseph so _ spent the day sending mean texts about it.</sentence>
<option1>Logan</option1>
<option2>Joseph</option2>","1"
"194","[winogrande]:
<sentence>The man wanted to put the luggage in the house but the _ was too small.</sentence>
<option1>house</option1>
<option2>luggage</option2>","1"
"195","[winogrande]:
<sentence>The man wanted to put the luggage in the house but the _ was too large.</sentence>
<option1>house</option1>
<option2>luggage</option2>","2"
"196","[winogrande]:
<sentence>The experience was totally unforgettable for Betty but not Samantha because _ had dreaded it for months.</sentence>
<option1>Betty</option1>
<option2>Samantha</option2>","2"
"197","[winogrande]:
<sentence>The experience was totally unforgettable for Betty but not Samantha because _ had anticipated it for months.</sentence>
<option1>Betty</option1>
<option2>Samantha</option2>","1"
"198","[winogrande]:
<sentence>Kyle got a new cell phone and showed it to Leslie because _ was happy about the new phone.</sentence>
<option1>Kyle</option1>
<option2>Leslie</option2>","1"
"199","[winogrande]:
<sentence>Kyle got a new cell phone and showed it to Leslie but _ was upset about the new phone.</sentence>
<option1>Kyle</option1>
<option2>Leslie</option2>","2"
"200","[winogrande]:
<sentence>When one experiences cramps they can get into a warm bath or use a heating pad, but the _ is more of an inconvenience.</sentence>
<option1>bath</option1>
<option2>heating pad</option2>","1"
"201","[winogrande]:
<sentence>When one experiences cramps they can get into a warm bath or use a heating pad, but the _ is more convenient.</sentence>
<option1>bath</option1>
<option2>heating pad</option2>","2"
"202","[winogrande]:
<sentence>Neil agreed to help wash Adam's large dog, and _ was very eager to help.</sentence>
<option1>Neil</option1>
<option2>Adam</option2>","1"
"203","[winogrande]:
<sentence>Neil agreed to help wash Adam's large dog, and _ was very grateful for the help.</sentence>
<option1>Neil</option1>
<option2>Adam</option2>","2"
"204","[winogrande]:
<sentence>Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. _ is more likely to be American.</sentence>
<option1>Lindsey</option1>
<option2>Rachel</option2>","2"
"205","[winogrande]:
<sentence>Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. _ is more likely to be British.</sentence>
<option1>Lindsey</option1>
<option2>Rachel</option2>","1"
"206","[winogrande]:
<sentence>It was clear that Jessica understood and was entertained by the article from Monica because _ was the reader.</sentence>
<option1>Jessica</option1>
<option2>Monica</option2>","1"
"207","[winogrande]:
<sentence>It was clear that Jessica understood and was entertained by the article from Monica because _ was the writer.</sentence>
<option1>Jessica</option1>
<option2>Monica</option2>","2"
"208","[winogrande]:
<sentence>In an effort to control kennel cough, Emily sent Maria to get the medication but _ was busy examining the animals.</sentence>
<option1>Emily</option1>
<option2>Maria</option2>","2"
"209","[winogrande]:
<sentence>In an effort to control kennel cough, Emily sent Maria to get the medication because _ was busy examining the animals.</sentence>
<option1>Emily</option1>
<option2>Maria</option2>","1"
"210","[winogrande]:
<sentence>Jan poured the entire cup of lemon juice into the bowl bananas until the _ was empty.</sentence>
<option1>cup</option1>
<option2>bowl</option2>","1"
"211","[winogrande]:
<sentence>Jan poured the entire cup of lemon juice into the bowl bananas until the _ was full.</sentence>
<option1>cup</option1>
<option2>bowl</option2>","2"
"212","[winogrande]:
<sentence>The insurance company blamed Leslie instead of Logan for the accident since _ had a green light.</sentence>
<option1>Leslie</option1>
<option2>Logan</option2>","2"
"213","[winogrande]:
<sentence>The insurance company blamed Leslie instead of Logan for the accident since _ ran a red light.</sentence>
<option1>Leslie</option1>
<option2>Logan</option2>","1"
"214","[winogrande]:
<sentence>The chef decided to store the food in the container but the _ was too large.</sentence>
<option1>food</option1>
<option2>container</option2>","1"
"215","[winogrande]:
<sentence>The chef decided to store the food in the container but the _ was too small.</sentence>
<option1>food</option1>
<option2>container</option2>","2"
"216","[winogrande]:
<sentence>My sister enjoyed writing on the blog more than in her journal, because the _ for everyone to see.</sentence>
<option1>blog</option1>
<option2>journal</option2>","1"
"217","[winogrande]:
<sentence>My sister enjoyed writing on the blog more than in her journal, because the _ for nobody to see.</sentence>
<option1>blog</option1>
<option2>journal</option2>","2"
"218","[winogrande]:
<sentence>Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so _ 's hair had more sun damage.</sentence>
<option1>Derrick</option1>
<option2>Jeffrey</option2>","1"
"219","[winogrande]:
<sentence>Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so _ 's hair had less sun damage.</sentence>
<option1>Derrick</option1>
<option2>Jeffrey</option2>","2"
"220","[winogrande]:
<sentence>This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The _ was juicy.</sentence>
<option1>burger</option1>
<option2>sushi</option2>","1"
"221","[winogrande]:
<sentence>This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The _ was raw.</sentence>
<option1>burger</option1>
<option2>sushi</option2>","2"
"222","[winogrande]:
<sentence>the statistics show many females compared to the males are being born everyday, the _ are few.</sentence>
<option1>females</option1>
<option2>males</option2>","2"
"223","[winogrande]:
<sentence>the statistics show many females compared to the males are being born everyday, the _ are many.</sentence>
<option1>females</option1>
<option2>males</option2>","1"
"224","[winogrande]:
<sentence>Robert made the choice to buy Neil's house, so _ had a lot more money in the bank afterwards.</sentence>
<option1>Robert</option1>
<option2>Neil</option2>","2"
"225","[winogrande]:
<sentence>Robert made the choice to buy Neil's house, so _ had a lot less money in the bank afterwards.</sentence>
<option1>Robert</option1>
<option2>Neil</option2>","1"
"226","[winogrande]:
<sentence>The medical exam for the broken arm was longer than the exam on the heart because the _ was a serious problem.</sentence>
<option1>heart</option1>
<option2>arm</option2>","2"
"227","[winogrande]:
<sentence>The medical exam for the broken arm was shorter than the exam on the heart because the _ was a serious problem.</sentence>
<option1>heart</option1>
<option2>arm</option2>","1"
"228","[winogrande]:
<sentence>When opening up about their crushes, Kenneth sighed at Jeffrey because _ forgot who their crush was.</sentence>
<option1>Kenneth</option1>
<option2>Jeffrey</option2>","2"
"229","[winogrande]:
<sentence>When opening up about their crushes, Kenneth laughed at Jeffrey because _ remembered who their crush was.</sentence>
<option1>Kenneth</option1>
<option2>Jeffrey</option2>","1"
"230","[winogrande]:
<sentence>Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor entered the _ because Jack was receptive to it.</sentence>
<option1>math</option1>
<option2>sociology</option2>","1"
"231","[winogrande]:
<sentence>Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor deleted the _ because Jack was resistant to it.</sentence>
<option1>math</option1>
<option2>sociology</option2>","2"
"232","[winogrande]:
<sentence>Christopher wanted to be a specialist but not Adam because _ had an interest in a limited number of subjects.</sentence>
<option1>Christopher</option1>
<option2>Adam</option2>","1"
"233","[winogrande]:
<sentence>Christopher wanted to be a specialist but not Adam because _ had an interest in a many number of subjects.</sentence>
<option1>Christopher</option1>
<option2>Adam</option2>","2"
"234","[winogrande]:
<sentence>Megan enjoyed summer while Felicia did not.   _  spent much time indoors.</sentence>
<option1>Megan</option1>
<option2>Felicia</option2>","2"
"235","[winogrande]:
<sentence>Megan enjoyed summer while Felicia did not.  _  spent much time at the beach.</sentence>
<option1>Megan</option1>
<option2>Felicia</option2>","1"
"236","[winogrande]:
<sentence>John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The _ is weak.</sentence>
<option1>glue</option1>
<option2>wallpaper</option2>","2"
"237","[winogrande]:
<sentence>John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The _ is strong.</sentence>
<option1>glue</option1>
<option2>wallpaper</option2>","1"
"238","[winogrande]:
<sentence>The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the _ was boring.</sentence>
<option1>teddy</option1>
<option2>blanket</option2>","2"
"239","[winogrande]:
<sentence>The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the _ was comforting.</sentence>
<option1>teddy</option1>
<option2>blanket</option2>","1"
"240","[winogrande]:
<sentence>John cared for the pot while it was being transported in the box but it eventually got broken. The _ is hard.</sentence>
<option1>pot</option1>
<option2>box</option2>","2"
"241","[winogrande]:
<sentence>John cared for the pot while it was being transported in the box but it eventually got broken. The _ is fragile.</sentence>
<option1>pot</option1>
<option2>box</option2>","1"
"242","[winogrande]:
<sentence>Donald offered Leslie their last stick of  mint gum as _ had a minty breath already.</sentence>
<option1>Donald</option1>
<option2>Leslie</option2>","1"
"243","[winogrande]:
<sentence>Donald offered Leslie their last sick some mint gum as _ had a stinky breath already.</sentence>
<option1>Donald</option1>
<option2>Leslie</option2>","2"
"244","[winogrande]:
<sentence>After Samuel won the cherry jam contest, Kyle still believed they should have won since _ sweetened with low calorie sweetener and the judges went by taste.</sentence>
<option1>Samuel</option1>
<option2>Kyle</option2>","2"
"245","[winogrande]:
<sentence>After Samuel won the cherry jam contest, Kyle still believed they should have won since _ sweetened with high calorie sweetener and the judges went by taste.</sentence>
<option1>Samuel</option1>
<option2>Kyle</option2>","1"
"246","[winogrande]:
<sentence>Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ liked her.</sentence>
<option1>Felicia</option1>
<option2>Christine</option2>","1"
"247","[winogrande]:
<sentence>Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ she was not lesbian.</sentence>
<option1>Felicia</option1>
<option2>Christine</option2>","2"
"248","[winogrande]:
<sentence>Matthew wants to sell Kevin tickets to the football game because _ needs the money.</sentence>
<option1>Matthew</option1>
<option2>Kevin</option2>","1"
"249","[winogrande]:
<sentence>Matthew wants to sell Kevin tickets to the football game but _ has no money.</sentence>
<option1>Matthew</option1>
<option2>Kevin</option2>","2"
"250","[winogrande]:
<sentence>Elena told Natalie to put the hood of her jacket up because _ was likely to get cold.</sentence>
<option1>Elena</option1>
<option2>Natalie</option2>","2"
"251","[winogrande]:
<sentence>Elena told Natalie to put the hood of her jacket up because _ didn't want her to get cold.</sentence>
<option1>Elena</option1>
<option2>Natalie</option2>","1"
"252","[winogrande]:
<sentence>Lawrence made a bowl at the pottery store and Randy accidentally broke it. _ decided to make another.</sentence>
<option1>Lawrence</option1>
<option2>Randy</option2>","1"
"253","[winogrande]:
<sentence>Lawrence made a bowl at the pottery store and Randy accidentally broke it. _ offered to make another.</sentence>
<option1>Lawrence</option1>
<option2>Randy</option2>","2"
"254","[winogrande]:
<sentence>The node on the head needed medication applied to its area because the _ was swollen.</sentence>
<option1>node</option1>
<option2>medication</option2>","1"
"255","[winogrande]:
<sentence>The node on the head needed medication applied to its area because the _ would contract it.</sentence>
<option1>node</option1>
<option2>medication</option2>","2"
"256","[winogrande]:
<sentence>Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the _ were better received.</sentence>
<option1>checks</option1>
<option2>clothes</option2>","1"
"257","[winogrande]:
<sentence>Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the _ were worse received.</sentence>
<option1>checks</option1>
<option2>clothes</option2>","2"
"258","[winogrande]:
<sentence>Matthew offered to help write a fitness plan for Christopher because _ was out of shape.</sentence>
<option1>Matthew</option1>
<option2>Christopher</option2>","2"
"259","[winogrande]:
<sentence>Matthew offered to help write a fitness plan for Christopher because _ was a personal trainer.</sentence>
<option1>Matthew</option1>
<option2>Christopher</option2>","1"
"260","[winogrande]:
<sentence>The waves destroyed the garage but left the house intact because the _ was so close to the shore.</sentence>
<option1>garage</option1>
<option2>house</option2>","1"
"261","[winogrande]:
<sentence>The waves destroyed the garage but left the house intact because the _ was so far from the shore.</sentence>
<option1>garage</option1>
<option2>house</option2>","2"
"262","[winogrande]:
<sentence>Katrina sells Maria a rug at the local flea market because _ is a customer.</sentence>
<option1>Katrina</option1>
<option2>Maria</option2>","2"
"263","[winogrande]:
<sentence>Katrina sells Maria a rug at the local flea market because _ is a vendor.</sentence>
<option1>Katrina</option1>
<option2>Maria</option2>","1"
"264","[winogrande]:
<sentence>Joan's grandmother always wanted a hug and a kiss, but Joan preferred the _ because she was afraid of germs.</sentence>
<option1>kiss</option1>
<option2>hug</option2>","2"
"265","[winogrande]:
<sentence>Joan's grandmother always wanted a hug and a kiss, but Joan didn't like the _ because she was afraid of germs.</sentence>
<option1>kiss</option1>
<option2>hug</option2>","1"
"266","[winogrande]:
<sentence>The library kept an enormous collection of novels but not comics because the _ were dull.</sentence>
<option1>novels</option1>
<option2>comics</option2>","2"
"267","[winogrande]:
<sentence>The library kept an enormous collection of novels but not comics because the _ were popular.</sentence>
<option1>novels</option1>
<option2>comics</option2>","1"
"268","[winogrande]:
<sentence>Carrie's store has more loyal customers than Patricia's store does because _ 's store is older.</sentence>
<option1>Carrie</option1>
<option2>Patricia</option2>","1"
"269","[winogrande]:
<sentence>Carrie's store has more loyal customers than Patricia's store does because _ 's store is newer.</sentence>
<option1>Carrie</option1>
<option2>Patricia</option2>","2"
"270","[winogrande]:
<sentence>Christine didn't pass the lie detection test that Jessica did because _ had something to hide.</sentence>
<option1>Christine</option1>
<option2>Jessica</option2>","1"
"271","[winogrande]:
<sentence>Christine didn't pass the lie detection test that Jessica did because _ had nothing to hide.</sentence>
<option1>Christine</option1>
<option2>Jessica</option2>","2"
"272","[winogrande]:
<sentence>Carrie faced the fan away from Angela because _ was getting too warm in the kitchen.</sentence>
<option1>Carrie</option1>
<option2>Angela</option2>","1"
"273","[winogrande]:
<sentence>Carrie faced the fan toward Angela because _ was getting too warm in the kitchen.</sentence>
<option1>Carrie</option1>
<option2>Angela</option2>","2"
"274","[winogrande]:
<sentence>The winter made Jason's hands dry, but not Leslie's, since _ always forgot to moisturize at night.</sentence>
<option1>Jason</option1>
<option2>Leslie</option2>","1"
"275","[winogrande]:
<sentence>The winter made Jason's hands dry, but not Leslie's, since _ never forgot to moisturize at night.</sentence>
<option1>Jason</option1>
<option2>Leslie</option2>","2"
"276","[winogrande]:
<sentence>Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours having the cleaning done for them.</sentence>
<option1>Carrie</option1>
<option2>Cynthia</option2>","2"
"277","[winogrande]:
<sentence>Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours doing the cleaning.</sentence>
<option1>Carrie</option1>
<option2>Cynthia</option2>","1"
"278","[winogrande]:
<sentence>I would rather listen to the radio than watch the TV at night since I find the _ disruptive.</sentence>
<option1>radio</option1>
<option2>TV</option2>","2"
"279","[winogrande]:
<sentence>I would rather listen to the radio than watch the TV at night since I find the _ soothing.</sentence>
<option1>radio</option1>
<option2>TV</option2>","1"
"280","[winogrande]:
<sentence>Randy started his own business while Ryan worked for someone else so _ had self-employment taxes.</sentence>
<option1>Randy</option1>
<option2>Ryan</option2>","1"
"281","[winogrande]:
<sentence>Randy started his own business while Ryan worked for someone else so _ had W4 taxes.</sentence>
<option1>Randy</option1>
<option2>Ryan</option2>","2"
"282","[winogrande]:
<sentence>Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the _ was a perfect match for her wardrobe.</sentence>
<option1>jacket</option1>
<option2>hat</option2>","2"
"283","[winogrande]:
<sentence>Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the _ was a bad match for her wardrobe.</sentence>
<option1>jacket</option1>
<option2>hat</option2>","1"
"284","[winogrande]:
<sentence>Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much slower.</sentence>
<option1>Monica</option1>
<option2>Victoria</option2>","2"
"285","[winogrande]:
<sentence>Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much quicker.</sentence>
<option1>Monica</option1>
<option2>Victoria</option2>","1"
"286","[winogrande]:
<sentence>I used several sprays to get rid of the bedbugs but they didn't work, because the _ were powerless.</sentence>
<option1>sprays</option1>
<option2>bedbugs</option2>","1"
"287","[winogrande]:
<sentence>I used several sprays to get rid of the bedbugs but they didn't work, because the _ were powerful.</sentence>
<option1>sprays</option1>
<option2>bedbugs</option2>","2"
"288","[winogrande]:
<sentence>Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up on a farm.</sentence>
<option1>Monica</option1>
<option2>Natalie</option2>","1"
"289","[winogrande]:
<sentence>Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up watching soap operas.</sentence>
<option1>Monica</option1>
<option2>Natalie</option2>","2"
"290","[winogrande]:
<sentence>There were more books at the library than at the bookstore because the _ was bigger.</sentence>
<option1>library</option1>
<option2>bookstore</option2>","1"
"291","[winogrande]:
<sentence>There were more books at the library than at the bookstore because the _ was smaller.</sentence>
<option1>library</option1>
<option2>bookstore</option2>","2"
"292","[winogrande]:
<sentence>Drawing was a talent of Sarah but not Carrie so _ was always eager to see her artwork .</sentence>
<option1>Sarah</option1>
<option2>Carrie</option2>","2"
"293","[winogrande]:
<sentence>Drawing was a talent of Sarah but not Carrie so _ was always eager to show her her artwork .</sentence>
<option1>Sarah</option1>
<option2>Carrie</option2>","1"
"294","[winogrande]:
<sentence>Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very dowdy.</sentence>
<option1>Emily</option1>
<option2>Rachel</option2>","2"
"295","[winogrande]:
<sentence>Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very stylish.</sentence>
<option1>Emily</option1>
<option2>Rachel</option2>","1"
"296","[winogrande]:
<sentence>Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Coffee is usually served in the _ , with milk and sometimes sugar.</sentence>
<option1>cup</option1>
<option2>mug</option2>","2"
"297","[winogrande]:
<sentence>Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the _ , with milk and sometimes sugar.</sentence>
<option1>cup</option1>
<option2>mug</option2>","1"
"298","[winogrande]:
<sentence>Neil asked Michael what it was like to go to war because _ was a pacifist.</sentence>
<option1>Neil</option1>
<option2>Michael</option2>","1"
"299","[winogrande]:
<sentence>Neil asked Michael what it was like to go to war because _ was ex-military.</sentence>
<option1>Neil</option1>
<option2>Michael</option2>","2"
"300","[winogrande]:
<sentence>I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it was almost clear.</sentence>
<option1>topaz</option1>
<option2>quartz</option2>","2"
"301","[winogrande]:
<sentence>I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it shined yellow.</sentence>
<option1>topaz</option1>
<option2>quartz</option2>","1"
"302","[winogrande]:
<sentence>The chef thinks it's more healthy to eat apples than beets, so he hates putting the _ in his smoothies.</sentence>
<option1>apples</option1>
<option2>beets</option2>","2"
"303","[winogrande]:
<sentence>The chef thinks it's more healthy to eat apples than beets, so he likes putting the _ in his smoothies.</sentence>
<option1>apples</option1>
<option2>beets</option2>","1"
"304","[winogrande]:
<sentence>Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the ocean.</sentence>
<option1>Jennifer</option1>
<option2>Emily</option2>","1"
"305","[winogrande]:
<sentence>Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the lake.</sentence>
<option1>Jennifer</option1>
<option2>Emily</option2>","2"
"306","[winogrande]:
<sentence>The documents contained in the files could not fit properly. The _ were too small.</sentence>
<option1>Files</option1>
<option2>Documents</option2>","1"
"307","[winogrande]:
<sentence>The documents contained in the files could not fit properly. The _ were too large.</sentence>
<option1>Files</option1>
<option2>Documents</option2>","2"
"308","[winogrande]:
<sentence>Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.</sentence>
<option1>Lawrence</option1>
<option2>Jason</option2>","1"
"309","[winogrande]:
<sentence>Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ struggled to escape into an imaginary world.</sentence>
<option1>Lawrence</option1>
<option2>Jason</option2>","2"
"310","[winogrande]:
<sentence>Mary only wore stripes to work and not plaids because the _ made her look sloppy.</sentence>
<option1>plaids</option1>
<option2>stripes</option2>","1"
"311","[winogrande]:
<sentence>Mary only wore stripes to work and not plaids because the _ made her look professional.</sentence>
<option1>plaids</option1>
<option2>stripes</option2>","2"
"312","[winogrande]:
<sentence>The bumper on the car shone brighter than the handle on the car because the _ was dirtier.</sentence>
<option1>bumper</option1>
<option2>handle</option2>","2"
"313","[winogrande]:
<sentence>The bumper on the car shone brighter than the handle on the car because the _ was cleaner.</sentence>
<option1>bumper</option1>
<option2>handle</option2>","1"
"314","[winogrande]:
<sentence>Ian is making a pool party for Neil and needs to raise pH in a pool, so _ could safely enjoy party.</sentence>
<option1>Ian</option1>
<option2>Neil</option2>","2"
"315","[winogrande]:
<sentence>Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates.</sentence>
<option1>Ian</option1>
<option2>Neil</option2>","1"
"316","[winogrande]:
<sentence>While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the _ to sign the document.</sentence>
<option1>pencil</option1>
<option2>pen</option2>","2"
"317","[winogrande]:
<sentence>While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the _ to sign the document.</sentence>
<option1>pencil</option1>
<option2>pen</option2>","1"
"318","[winogrande]:
<sentence>No one was able to enjoy the story and we started to listen to the music. The _ is boring.</sentence>
<option1>story</option1>
<option2>music</option2>","1"
"319","[winogrande]:
<sentence>No one was able to enjoy the story and we started to listen to the music. The _ is interesting.</sentence>
<option1>story</option1>
<option2>music</option2>","2"
"320","[winogrande]:
<sentence>The teeth of Katrina are more yellow than Laura's due to _ drinking mostly water all the time.</sentence>
<option1>Katrina</option1>
<option2>Laura</option2>","2"
"321","[winogrande]:
<sentence>The teeth of Katrina are more yellow than Laura's due to _ drinking mostly coffee all the time.</sentence>
<option1>Katrina</option1>
<option2>Laura</option2>","1"
"322","[winogrande]:
<sentence>It was necessary to hit the iron with the sledgehammer after the _ got heated.</sentence>
<option1>iron</option1>
<option2>sledgehammer</option2>","1"
"323","[winogrande]:
<sentence>It was necessary to hit the iron with the sledgehammer before the _ got heated.</sentence>
<option1>iron</option1>
<option2>sledgehammer</option2>","2"
"324","[winogrande]:
<sentence>Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.</sentence>
<option1>Kevin</option1>
<option2>Derrick</option2>","2"
"325","[winogrande]:
<sentence>Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.</sentence>
<option1>Kevin</option1>
<option2>Derrick</option2>","1"
"326","[winogrande]:
<sentence>Robert helped create an internet viral video sensation of Kyle when _ danced in video.</sentence>
<option1>Robert</option1>
<option2>Kyle</option2>","2"
"327","[winogrande]:
<sentence>Robert helped create an internet viral video sensation of Kyle when _ directed the video.</sentence>
<option1>Robert</option1>
<option2>Kyle</option2>","1"
"328","[winogrande]:
<sentence>Rebecca invited Maria to a concert, then _ had to get permission to attend from their parents.</sentence>
<option1>Rebecca</option1>
<option2>Maria</option2>","2"
"329","[winogrande]:
<sentence>Rebecca was invited to a concert by Maria, then _ had to get permission to attend from their parents.</sentence>
<option1>Rebecca</option1>
<option2>Maria</option2>","1"
"330","[winogrande]:
<sentence>Betty was able to hold the pigeon longer than Angela because _ is scared of birds.</sentence>
<option1>Betty</option1>
<option2>Angela</option2>","2"
"331","[winogrande]:
<sentence>Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.</sentence>
<option1>Betty</option1>
<option2>Angela</option2>","1"
"332","[winogrande]:
<sentence>Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the artist.</sentence>
<option1>Nick</option1>
<option2>Jason</option2>","2"
"333","[winogrande]:
<sentence>Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the athlete.</sentence>
<option1>Nick</option1>
<option2>Jason</option2>","1"
