"index","inputs","targets"
"377","[winogrande]:
<sentence>Katrina loaned their jacket to Carrie during the cold night, because _ was feeling cold.</sentence>
<option1>Katrina</option1>
<option2>Carrie</option2>","2"
"378","[winogrande]:
<sentence>Adam had to schedule a visit a dermatologist but Joseph didn't because _ had bad skin.</sentence>
<option1>Adam</option1>
<option2>Joseph</option2>","1"
"379","[winogrande]:
<sentence>Adam had to schedule a visit a dermatologist but Joseph didn't because _ had good skin.</sentence>
<option1>Adam</option1>
<option2>Joseph</option2>","2"
"380","[winogrande]:
<sentence>Nancy preferred to eat popcorn rather than candy at the movies because the _ is sweet.</sentence>
<option1>popcorn</option1>
<option2>candy</option2>","2"
"381","[winogrande]:
<sentence>Nancy preferred to eat popcorn rather than candy at the movies because the _ is salty.</sentence>
<option1>popcorn</option1>
<option2>candy</option2>","1"
"382","[winogrande]:
<sentence>The project meant Emily collaborated with Victoria, who was not excited. _ hated working with others.</sentence>
<option1>Emily</option1>
<option2>Victoria</option2>","2"
"383","[winogrande]:
<sentence>The project meant Emily collaborated with Victoria, who was not excited. _ loved working with others.</sentence>
<option1>Emily</option1>
<option2>Victoria</option2>","1"
"384","[winogrande]:
<sentence>While Maria rode the bus to work, Megan rode a motorcycle because _ had an unexpired license.</sentence>
<option1>Maria</option1>
<option2>Megan</option2>","2"
"385","[winogrande]:
<sentence>While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.</sentence>
<option1>Maria</option1>
<option2>Megan</option2>","1"
"386","[winogrande]:
<sentence>Steven only had one ear but Jeffrey had two. This meant that _ was very lopsided.</sentence>
<option1>Steven</option1>
<option2>Jeffrey</option2>","1"
"387","[winogrande]:
<sentence>Steven only had one ear but Jeffrey had two. This meant that _ was very symmetrical.</sentence>
<option1>Steven</option1>
<option2>Jeffrey</option2>","2"
"388","[winogrande]:
<sentence>Kevin repaired the wooden  furniture for Kyle last week since _ was an expert carpenter.</sentence>
<option1>Kevin</option1>
<option2>Kyle</option2>","2"
"389","[winogrande]:
<sentence>Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.</sentence>
<option1>Kevin</option1>
<option2>Kyle</option2>","1"
"390","[winogrande]:
<sentence>Eric thought the clothes looked very nice but Kevin did not agree. _ didn't buy the clothes.</sentence>
<option1>Eric</option1>
<option2>Kevin</option2>","2"
"391","[winogrande]:
<sentence>Eric thought the clothes looked very nice but Kevin did not agree. _ bought the clothes.</sentence>
<option1>Eric</option1>
<option2>Kevin</option2>","1"
"392","[winogrande]:
<sentence>Jessica often experiences severe nausea, Victoria does not therefore _ does not ride roller coasters.</sentence>
<option1>Jessica</option1>
<option2>Victoria</option2>","1"
"393","[winogrande]:
<sentence>Jessica often experiences severe nausea, Victoria does not therefore _ often rides big roller coasters.</sentence>
<option1>Jessica</option1>
<option2>Victoria</option2>","2"
"394","[winogrande]:
<sentence>The system that Jeffrey used was amazing compared to Randy, because _ system was lower end.</sentence>
<option1>Jeffrey</option1>
<option2>Randy</option2>","2"
"395","[winogrande]:
<sentence>The system that Jeffrey used was amazing compared to Randy, because _ system was higher end.</sentence>
<option1>Jeffrey</option1>
<option2>Randy</option2>","1"
"396","[winogrande]:
<sentence>It took Jerry longer to shampoo his hair than his beard although the _ was bushy.</sentence>
<option1>hair</option1>
<option2>beard</option2>","2"
"397","[winogrande]:
<sentence>It took Jerry longer to shampoo his hair than his beard although the _ was shaved short.</sentence>
<option1>hair</option1>
<option2>beard</option2>","1"
"398","[winogrande]:
<sentence>Have you ever been on  a nature walk Samantha asked Tanya , _ is giving a reply to a question.</sentence>
<option1>Samantha</option1>
<option2>Tanya</option2>","2"
"399","[winogrande]:
<sentence>Have you ever been on  a nature walk Samantha asked Tanya , _ is waiting for a reply to a question.</sentence>
<option1>Samantha</option1>
<option2>Tanya</option2>","1"
"400","[winogrande]:
<sentence>Ben was choosing between a clothing business and a fitness business. He ended up opening the _ business because it was healthy.</sentence>
<option1>fitness</option1>
<option2>clothing</option2>","1"
"401","[winogrande]:
<sentence>Ben was choosing between a clothing business and a fitness business. He ended up opening the _ business because it was unhealthy.</sentence>
<option1>fitness</option1>
<option2>clothing</option2>","2"
"402","[winogrande]:
<sentence>Jason was going to a job interview after being prepped by Logan. _ was proud.</sentence>
<option1>Jason</option1>
<option2>Logan</option2>","2"
"403","[winogrande]:
<sentence>Jason was going to a job interview after being prepped by Logan. _ was grateful.</sentence>
<option1>Jason</option1>
<option2>Logan</option2>","1"
"404","[winogrande]:
<sentence>Adam found the blue joke that Steven offensive, because _ was aware of their own privilege.</sentence>
<option1>Adam</option1>
<option2>Steven</option2>","1"
"405","[winogrande]:
<sentence>Adam found the blue joke that Steven offensive, because _ was unaware of their own privilege.</sentence>
<option1>Adam</option1>
<option2>Steven</option2>","2"
"406","[winogrande]:
<sentence>Mary had a better body and was more of a showoff than Emily. _ hates wearing bikinis to the beach.</sentence>
<option1>Mary</option1>
<option2>Emily</option2>","2"
"407","[winogrande]:
<sentence>Mary had a better body and was more of a showoff than Emily. _ loves wearing bikinis to the beach.</sentence>
<option1>Mary</option1>
<option2>Emily</option2>","1"
"408","[winogrande]:
<sentence>Adam adored his grandmother, William.  _ decided he would surprise her with a trip to Europe.</sentence>
<option1>Adam</option1>
<option2>William</option2>","1"
"409","[winogrande]:
<sentence>Adam adored his grandmother, William.  _ got a big surprise with a trip to Europe.</sentence>
<option1>Adam</option1>
<option2>William</option2>","2"
"410","[winogrande]:
<sentence>Eric was easier to amuse than Justin because _ had a great sense of humor.</sentence>
<option1>Eric</option1>
<option2>Justin</option2>","1"
"411","[winogrande]:
<sentence>Eric was easier to amuse than Justin because _ had a bad sense of humor.</sentence>
<option1>Eric</option1>
<option2>Justin</option2>","2"
"412","[winogrande]:
<sentence>The payments were made by Jason to Dennis, as _ had borrowed so much money in the past.</sentence>
<option1>Jason</option1>
<option2>Dennis</option2>","1"
"413","[winogrande]:
<sentence>The payments were made by Jason to Dennis, as _ had lent so much money in the past.</sentence>
<option1>Jason</option1>
<option2>Dennis</option2>","2"
"414","[winogrande]:
<sentence>Victoria was disgusted because of the odor of Sarah, and _ did not want to be around them.</sentence>
<option1>Victoria</option1>
<option2>Sarah</option2>","1"
"415","[winogrande]:
<sentence>Victoria was disgusted because of the odor of Sarah, and _ was ashamed to be around them.</sentence>
<option1>Victoria</option1>
<option2>Sarah</option2>","2"
"416","[winogrande]:
<sentence>Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ couldn't get dirty.</sentence>
<option1>shoes</option1>
<option2>carpet</option2>","2"
"417","[winogrande]:
<sentence>Tina asked guests to take off their shoes when entering the house because she had a new carpet. She said the _ were often dirty.</sentence>
<option1>shoes</option1>
<option2>carpet</option2>","1"
"418","[winogrande]:
<sentence>Samantha won the dance competition over Jennifer for the reason that _ had a superior sense of rhythm.</sentence>
<option1>Samantha</option1>
<option2>Jennifer</option2>","1"
"419","[winogrande]:
<sentence>Samantha won the dance competition over Jennifer for the reason that _ had a bad sense of rhythm.</sentence>
<option1>Samantha</option1>
<option2>Jennifer</option2>","2"
"420","[winogrande]:
<sentence>Jessica was thinner than Rebecca because _ ate chocolate almost every day as a snack.</sentence>
<option1>Jessica</option1>
<option2>Rebecca</option2>","2"
"421","[winogrande]:
<sentence>Jessica was fatter than Rebecca because _ ate chocolate almost every day as a snack.</sentence>
<option1>Jessica</option1>
<option2>Rebecca</option2>","1"
"422","[winogrande]:
<sentence>Tanya couldn't stretch as far down as Jennifer because _ was had a very flexible body.</sentence>
<option1>Tanya</option1>
<option2>Jennifer</option2>","2"
"423","[winogrande]:
<sentence>Tanya couldn't stretch as far down as Jennifer because _ was had a very rigid body.</sentence>
<option1>Tanya</option1>
<option2>Jennifer</option2>","1"
"424","[winogrande]:
<sentence>Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was safe.</sentence>
<option1>motorcycle</option1>
<option2>car</option2>","2"
"425","[winogrande]:
<sentence>Ben had to stop driving his car or motorcycle. He chose to stop the _ because it was risky.</sentence>
<option1>motorcycle</option1>
<option2>car</option2>","1"
"426","[winogrande]:
<sentence>Randy is better at playing pretend with kids than Kenneth because _ is a more serious person.</sentence>
<option1>Randy</option1>
<option2>Kenneth</option2>","2"
"427","[winogrande]:
<sentence>Randy is better at playing pretend with kids than Kenneth because _ is a more creative person.</sentence>
<option1>Randy</option1>
<option2>Kenneth</option2>","1"
"428","[winogrande]:
<sentence>James needed a bigger box to collect the silver he exchanged for the gold because the _ is bigger.</sentence>
<option1>silver</option1>
<option2>gold</option2>","1"
"429","[winogrande]:
<sentence>James needed a bigger box to collect the silver he exchanged for the gold because the _ is smaller.</sentence>
<option1>silver</option1>
<option2>gold</option2>","2"
"430","[winogrande]:
<sentence>More birds were in the garden than in the park because the _ only had grass.</sentence>
<option1>garden</option1>
<option2>park</option2>","2"
"431","[winogrande]:
<sentence>More birds were in the garden than in the park because the _ had fresh fruit.</sentence>
<option1>garden</option1>
<option2>park</option2>","1"
"432","[winogrande]:
<sentence>Kayla decided to talk to her daughter Sarah about puberty, because _ found out she had just gotten her first period.</sentence>
<option1>Kayla</option1>
<option2>Sarah</option2>","1"
"433","[winogrande]:
<sentence>Kayla decided to talk to her daughter Sarah about puberty, because _ said she had just gotten her first period.</sentence>
<option1>Kayla</option1>
<option2>Sarah</option2>","2"
"434","[winogrande]:
<sentence>Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was scarier.</sentence>
<option1>couch</option1>
<option2>chair</option2>","2"
"435","[winogrande]:
<sentence>Pam's lizard caught his tail in the door and ran under the couch instead of the chair, because the _ was safer.</sentence>
<option1>couch</option1>
<option2>chair</option2>","1"
"436","[winogrande]:
<sentence>Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being reasonable.</sentence>
<option1>Jeffrey</option1>
<option2>Joel</option2>","2"
"437","[winogrande]:
<sentence>Jeffrey asked Joel to express their feelings in a more productive manner, but _ was actually the one being petty.</sentence>
<option1>Jeffrey</option1>
<option2>Joel</option2>","1"
"438","[winogrande]:
<sentence>Jennifer was better at playing sports than Laura was although _ was much more athletic.</sentence>
<option1>Jennifer</option1>
<option2>Laura</option2>","2"
"439","[winogrande]:
<sentence>Jennifer was better at playing sports than Laura was because _ was much more athletic.</sentence>
<option1>Jennifer</option1>
<option2>Laura</option2>","1"
"440","[winogrande]:
<sentence>The football was flying higher than the basketball as it went through the air. The _ was lighter.</sentence>
<option1>football</option1>
<option2>basketball</option2>","1"
"441","[winogrande]:
<sentence>The football was flying higher than the basketball as it went through the air. The _ was heavier.</sentence>
<option1>football</option1>
<option2>basketball</option2>","2"
"442","[winogrande]:
<sentence>Dennis liked pop music, but Jason preferred classical music. _ liked music with string instruments.</sentence>
<option1>Dennis</option1>
<option2>Jason</option2>","2"
"443","[winogrande]:
<sentence>Dennis liked pop music, but Jason preferred classical music. _ liked music you can dance to.</sentence>
<option1>Dennis</option1>
<option2>Jason</option2>","1"
"444","[winogrande]:
<sentence>I added spices to my cooking like salt and pepper.  The _ makes the food taste salty.</sentence>
<option1>salt</option1>
<option2>pepper</option2>","1"
"445","[winogrande]:
<sentence>I added spices to my cooking like salt and pepper.  The _ makes the food taste hotter.</sentence>
<option1>salt</option1>
<option2>pepper</option2>","2"
"446","[winogrande]:
<sentence>At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.</sentence>
<option1>Laura</option1>
<option2>Betty</option2>","2"
"447","[winogrande]:
<sentence>At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.</sentence>
<option1>Laura</option1>
<option2>Betty</option2>","1"
"448","[winogrande]:
<sentence>Jason's leg was more sore than his arm was because he warmed up the _ before exercising.</sentence>
<option1>arm</option1>
<option2>leg</option2>","1"
"449","[winogrande]:
<sentence>Jason's leg was more sore than his arm was although he warmed up the _ before exercising.</sentence>
<option1>arm</option1>
<option2>leg</option2>","2"
"450","[winogrande]:
<sentence>Randy learned to fish from Derrick, because _ was a professional with years of experience.</sentence>
<option1>Randy</option1>
<option2>Derrick</option2>","2"
"451","[winogrande]:
<sentence>Randy learned to fish from Derrick, because _ was a novice with only days of experience.</sentence>
<option1>Randy</option1>
<option2>Derrick</option2>","1"
"452","[winogrande]:
<sentence>While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a ticket.</sentence>
<option1>Kayla</option1>
<option2>Maria</option2>","1"
"453","[winogrande]:
<sentence>While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a lollipop.</sentence>
<option1>Kayla</option1>
<option2>Maria</option2>","2"
"454","[winogrande]:
<sentence>Chess is bad for the body but great for the brain, as thinking is critical for the _ to develop.</sentence>
<option1>body</option1>
<option2>brain</option2>","2"
"455","[winogrande]:
<sentence>Chess is bad for the body but great for the brain, as thinking is useless for the _ to develop.</sentence>
<option1>body</option1>
<option2>brain</option2>","1"
"456","[winogrande]:
<sentence>Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.</sentence>
<option1>Amy</option1>
<option2>Mary</option2>","2"
"457","[winogrande]:
<sentence>Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.</sentence>
<option1>Amy</option1>
<option2>Mary</option2>","1"
"458","[winogrande]:
<sentence>Jeffrey build a house for Kenneth so _ will have a nice new place to live.</sentence>
<option1>Jeffrey</option1>
<option2>Kenneth</option2>","2"
"459","[winogrande]:
<sentence>Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.</sentence>
<option1>Jeffrey</option1>
<option2>Kenneth</option2>","1"
"460","[winogrande]:
<sentence>Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.</sentence>
<option1>Megan</option1>
<option2>Katrina</option2>","1"
"461","[winogrande]:
<sentence>Megan had a baby whereas Katrina had a college aged child, so _ no longer had to change diapers.</sentence>
<option1>Megan</option1>
<option2>Katrina</option2>","2"
"462","[winogrande]:
<sentence>Megan received flowers from Carrie because _ wanted to ask them out on a date.</sentence>
<option1>Megan</option1>
<option2>Carrie</option2>","2"
"463","[winogrande]:
<sentence>Megan gave flowers to Carrie because _ wanted to ask them out on a date.</sentence>
<option1>Megan</option1>
<option2>Carrie</option2>","1"
"464","[winogrande]:
<sentence>Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it.</sentence>
<option1>Adam</option1>
<option2>Lawrence</option2>","2"
"465","[winogrande]:
<sentence>Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ always tried to get someone else to handle it.</sentence>
<option1>Adam</option1>
<option2>Lawrence</option2>","1"
"466","[winogrande]:
<sentence>Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.</sentence>
<option1>Matthew</option1>
<option2>Benjamin</option2>","2"
"467","[winogrande]:
<sentence>Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.</sentence>
<option1>Matthew</option1>
<option2>Benjamin</option2>","1"
"468","[winogrande]:
<sentence>Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.</sentence>
<option1>Kevin</option1>
<option2>Dennis</option2>","2"
"469","[winogrande]:
<sentence>Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.</sentence>
<option1>Kevin</option1>
<option2>Dennis</option2>","1"
"470","[winogrande]:
<sentence>Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.</sentence>
<option1>Lawrence</option1>
<option2>Michael</option2>","2"
"471","[winogrande]:
<sentence>Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.</sentence>
<option1>Lawrence</option1>
<option2>Michael</option2>","1"
"472","[winogrande]:
<sentence>Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was warm.</sentence>
<option1>barn</option1>
<option2>field</option2>","2"
"473","[winogrande]:
<sentence>Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was cold.</sentence>
<option1>barn</option1>
<option2>field</option2>","1"
"474","[winogrande]:
<sentence>The idea was given to Steven to mull over and not Ryan because _ is more creative.</sentence>
<option1>Steven</option1>
<option2>Ryan</option2>","1"
"475","[winogrande]:
<sentence>The idea was given to Steven to mull over and not Ryan because _ is less creative.</sentence>
<option1>Steven</option1>
<option2>Ryan</option2>","2"
"476","[winogrande]:
<sentence>Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.</sentence>
<option1>Michael</option1>
<option2>Kenneth</option2>","2"
"477","[winogrande]:
<sentence>Michael bought mealworms as pet food but not Kenneth because _ had a lizard as a pet.</sentence>
<option1>Michael</option1>
<option2>Kenneth</option2>","1"
"478","[winogrande]:
<sentence>The draining discussion was followed by a lively lecture.  The _ was just so boring.</sentence>
<option1>discussion</option1>
<option2>lecture</option2>","1"
"479","[winogrande]:
<sentence>The draining discussion was followed by a lively lecture.  The _ was just so interesting.</sentence>
<option1>discussion</option1>
<option2>lecture</option2>","2"
"480","[winogrande]:
<sentence>Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much more.</sentence>
<option1>Lawrence</option1>
<option2>Benjamin</option2>","1"
"481","[winogrande]:
<sentence>Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much less.</sentence>
<option1>Lawrence</option1>
<option2>Benjamin</option2>","2"
"482","[winogrande]:
<sentence>Mary is sending an important package to Sarah, so _ collects it from the post office.</sentence>
<option1>Mary</option1>
<option2>Sarah</option2>","2"
"483","[winogrande]:
<sentence>Mary is sending an important package to Sarah, so _ takes it to the post office.</sentence>
<option1>Mary</option1>
<option2>Sarah</option2>","1"
"484","[winogrande]:
<sentence>Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ struggled with reading.</sentence>
<option1>Craig</option1>
<option2>Joel</option2>","2"
"485","[winogrande]:
<sentence>Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ loved reading.</sentence>
<option1>Craig</option1>
<option2>Joel</option2>","1"
"486","[winogrande]:
<sentence>Sarah took Mary's speech class; when she passed her final exam, _ celebrated with ice cream.</sentence>
<option1>Sarah</option1>
<option2>Mary</option2>","1"
"487","[winogrande]:
<sentence>Sarah taught Mary's speech class; when she passed her final exam, _ celebrated with ice cream.</sentence>
<option1>Sarah</option1>
<option2>Mary</option2>","2"
"488","[winogrande]:
<sentence>Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the cleaner dog.</sentence>
<option1>Joseph</option1>
<option2>Leslie</option2>","1"
"489","[winogrande]:
<sentence>Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the dirtier dog.</sentence>
<option1>Joseph</option1>
<option2>Leslie</option2>","2"
"490","[winogrande]:
<sentence>The woman wanted to hang the dress in the closet but the _ was too large.</sentence>
<option1>closet</option1>
<option2>dress</option2>","2"
"491","[winogrande]:
<sentence>The woman wanted to hang the dress in the closet but the _ was too small.</sentence>
<option1>closet</option1>
<option2>dress</option2>","1"
"492","[winogrande]:
<sentence>Ian did not see the tumor on Brett's leg, because _ was only receiving an eye exam.</sentence>
<option1>Ian</option1>
<option2>Brett</option2>","2"
"493","[winogrande]:
<sentence>Ian did not see the tumor on Brett's leg, because _ was only performing an eye exam.</sentence>
<option1>Ian</option1>
<option2>Brett</option2>","1"
"494","[winogrande]:
<sentence>The gathered  stones in the bag outweigh the collected coins because the _ are small in numbers.</sentence>
<option1>stones</option1>
<option2>coins</option2>","2"
"495","[winogrande]:
<sentence>The gathered stones in the bag outweigh the collected coins because the _ are much in numbers.</sentence>
<option1>stones</option1>
<option2>coins</option2>","1"
"496","[winogrande]:
<sentence>Samuel knew to recycle aluminum cans but not Logan because _ was never in need of extra change.</sentence>
<option1>Samuel</option1>
<option2>Logan</option2>","2"
"497","[winogrande]:
<sentence>Samuel knew to recycle aluminum cans but not Logan because _ was always in need of extra change.</sentence>
<option1>Samuel</option1>
<option2>Logan</option2>","1"
"498","[winogrande]:
<sentence>Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair beautiful.</sentence>
<option1>luxury</option1>
<option2>generic</option2>","1"
"499","[winogrande]:
<sentence>Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair ugly.</sentence>
<option1>luxury</option1>
<option2>generic</option2>","2"
"500","[winogrande]:
<sentence>Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ gave them their old leash.</sentence>
<option1>Rachel</option1>
<option2>Cynthia</option2>","2"
"501","[winogrande]:
<sentence>Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ was given their old leash.</sentence>
<option1>Rachel</option1>
<option2>Cynthia</option2>","1"
"502","[winogrande]:
<sentence>John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted good.</sentence>
<option1>chocolate</option1>
<option2>lemon</option2>","1"
"503","[winogrande]:
<sentence>John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted bad.</sentence>
<option1>chocolate</option1>
<option2>lemon</option2>","2"
"504","[winogrande]:
<sentence>Betty is known as bilingual while Rachel is known as multilingual because _ can only speak two languages.</sentence>
<option1>Betty</option1>
<option2>Rachel</option2>","1"
"505","[winogrande]:
<sentence>Betty is known as bilingual while Rachel is known as multilingual because _ can speak more than two languages.</sentence>
<option1>Betty</option1>
<option2>Rachel</option2>","2"
"506","[winogrande]:
<sentence>during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were fully booked.</sentence>
<option1>3 star</option1>
<option2>5 star</option2>","2"
"507","[winogrande]:
<sentence>during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were available.</sentence>
<option1>3 star</option1>
<option2>5 star</option2>","1"
"508","[winogrande]:
<sentence>The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of superior material.</sentence>
<option1>sandals</option1>
<option2>boots</option2>","2"
"509","[winogrande]:
<sentence>The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of inferior material.</sentence>
<option1>sandals</option1>
<option2>boots</option2>","1"
"510","[winogrande]:
<sentence>The quilt Margot was making would take up the whole closet, because the _ was huge.</sentence>
<option1>quilt</option1>
<option2>closet</option2>","1"
"511","[winogrande]:
<sentence>The quilt Margot was making would take up the whole closet, because the _ was tiny.</sentence>
<option1>quilt</option1>
<option2>closet</option2>","2"
"512","[winogrande]:
<sentence>Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new pews.</sentence>
<option1>school</option1>
<option2>church</option2>","2"
"513","[winogrande]:
<sentence>Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new computers.</sentence>
<option1>school</option1>
<option2>church</option2>","1"
"514","[winogrande]:
<sentence>The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more fragile.</sentence>
<option1>oak</option1>
<option2>sapling</option2>","2"
"515","[winogrande]:
<sentence>The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more sturdy.</sentence>
<option1>oak</option1>
<option2>sapling</option2>","1"
"516","[winogrande]:
<sentence>Benjamin had a more juvenile sense of humor than Donald so _ hated whoopie cushions.</sentence>
<option1>Benjamin</option1>
<option2>Donald</option2>","2"
"517","[winogrande]:
<sentence>Benjamin had a more juvenile sense of humor than Donald so _ enjoyed whoopie cushions.</sentence>
<option1>Benjamin</option1>
<option2>Donald</option2>","1"
"518","[winogrande]:
<sentence>Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a small waistline.</sentence>
<option1>Carrie</option1>
<option2>Rebecca</option2>","2"
"519","[winogrande]:
<sentence>Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a large waistline.</sentence>
<option1>Carrie</option1>
<option2>Rebecca</option2>","1"
"520","[winogrande]:
<sentence>The ground around Michael's house was solid unlike Aaron's because _ had a month long rainfall.</sentence>
<option1>Michael</option1>
<option2>Aaron</option2>","2"
"521","[winogrande]:
<sentence>The ground around Michael's house was solid unlike Aaron's because _ had a month long drought.</sentence>
<option1>Michael</option1>
<option2>Aaron</option2>","1"
"522","[winogrande]:
<sentence>Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was a nurse.</sentence>
<option1>Megan</option1>
<option2>Sarah</option2>","1"
"523","[winogrande]:
<sentence>Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was dehydrated.</sentence>
<option1>Megan</option1>
<option2>Sarah</option2>","2"
"524","[winogrande]:
<sentence>It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway and it had too many hats.</sentence>
<option1>hat</option1>
<option2>color</option2>","2"
"525","[winogrande]:
<sentence>It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway because it had too many colors.</sentence>
<option1>hat</option1>
<option2>color</option2>","1"
"526","[winogrande]:
<sentence>The bedroom had to have the bureau replaced by the new closet , since the _ was too packed for all the new clothes.</sentence>
<option1>bureau</option1>
<option2>closet</option2>","1"
"527","[winogrande]:
<sentence>The bedroom had to have the bureau replaced by the new closet , since the _ was very roomy for all the new clothes.</sentence>
<option1>bureau</option1>
<option2>closet</option2>","2"
"528","[winogrande]:
<sentence>The chef tried to put the banana in the cake but the _ was too large.</sentence>
<option1>cake</option1>
<option2>banana</option2>","2"
"529","[winogrande]:
<sentence>The chef tried to put the banana in the cake but the _ was too small.</sentence>
<option1>cake</option1>
<option2>banana</option2>","1"
"530","[winogrande]:
<sentence>Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.</sentence>
<option1>Brett</option1>
<option2>Aaron</option2>","1"
"531","[winogrande]:
<sentence>Brett was more prepared to be a parent than Aaron because _ had spent very little time with children.</sentence>
<option1>Brett</option1>
<option2>Aaron</option2>","2"
"532","[winogrande]:
<sentence>Patricia chose a hardy cultivar to grow unlike Tanya because _ had very fertile soil.</sentence>
<option1>Patricia</option1>
<option2>Tanya</option2>","2"
"533","[winogrande]:
<sentence>Patricia chose a hardy cultivar to grow unlike Tanya because _ had very rocky soil.</sentence>
<option1>Patricia</option1>
<option2>Tanya</option2>","1"
"534","[winogrande]:
<sentence>Donna would prefer to do her reading at the workplace than at home, because the _ was too noisy.</sentence>
<option1>home</option1>
<option2>workplace</option2>","1"
"535","[winogrande]:
<sentence>Donna would prefer to do her reading at the workplace than at home, because the _ was more quiet.</sentence>
<option1>home</option1>
<option2>workplace</option2>","2"
"536","[winogrande]:
<sentence>Donald invited Brett to Paris because _ knew how to speak the native language perfectly.</sentence>
<option1>Donald</option1>
<option2>Brett</option2>","2"
"537","[winogrande]:
<sentence>Donald invited Brett to Paris because _ didn't know how to speak the native language.</sentence>
<option1>Donald</option1>
<option2>Brett</option2>","1"
"538","[winogrande]:
<sentence>Michael discovered Craig was a respected doctor so _ was asked many health related questions.</sentence>
<option1>Michael</option1>
<option2>Craig</option2>","2"
"539","[winogrande]:
<sentence>Michael discovered Craig was a respected doctor so _ asked him many health related questions.</sentence>
<option1>Michael</option1>
<option2>Craig</option2>","1"
"540","[winogrande]:
<sentence>Glenda always drove the station wagon at night instead of the sports car, because the _ had dimmer headlights.</sentence>
<option1>station wagon</option1>
<option2>sports car</option2>","2"
"541","[winogrande]:
<sentence>Glenda always drove the station wagon at night instead of the sports car, because the _ had brighter headlights.</sentence>
<option1>station wagon</option1>
<option2>sports car</option2>","1"
"542","[winogrande]:
<sentence>Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of pain.</sentence>
<option1>Ryan</option1>
<option2>Ian</option2>","2"
"543","[winogrande]:
<sentence>Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of guilt.</sentence>
<option1>Ryan</option1>
<option2>Ian</option2>","1"
"544","[winogrande]:
<sentence>It was easier to prevent the post from falling over than the beam, because the _ was heavy.</sentence>
<option1>beam</option1>
<option2>post</option2>","1"
"545","[winogrande]:
<sentence>It was easier to prevent the post from falling over than the beam, because the _ was light.</sentence>
<option1>beam</option1>
<option2>post</option2>","2"
