"index","inputs","targets"
"1492","[winogrande]:
<sentence>The lawn of Samuel doesn't look nearly as good as Aaron's. _ has the neighborhood professionals do his lawn.</sentence>
<option1>Samuel</option1>
<option2>Aaron</option2>","2"
"1493","[winogrande]:
<sentence>The lawn of Samuel doesn't look nearly as good as Aaron's. _ has the neighborhood kids do his lawn.</sentence>
<option1>Samuel</option1>
<option2>Aaron</option2>","1"
"1494","[winogrande]:
<sentence>It was more likely that the person would survive a fall than a heart attack because the _ was common.</sentence>
<option1>heart attack</option1>
<option2>fall</option2>","2"
"1495","[winogrande]:
<sentence>It was more likely that the person would survive a fall than a heart attack because the _ was serious.</sentence>
<option1>heart attack</option1>
<option2>fall</option2>","1"
"1496","[winogrande]:
<sentence>Monica decided to wash Angela's white shirt, but it got stained with colors. _ was feeling angry.</sentence>
<option1>Monica</option1>
<option2>Angela</option2>","2"
"1497","[winogrande]:
<sentence>Monica decided to wash Angela's white shirt, but it got stained with colors. _ was feeling worried.</sentence>
<option1>Monica</option1>
<option2>Angela</option2>","1"
"1498","[winogrande]:
<sentence>The audience at the play was laughing at Neil but not Kyle because _ was unfunny on stage.</sentence>
<option1>Neil</option1>
<option2>Kyle</option2>","2"
"1499","[winogrande]:
<sentence>The audience at the play was laughing at Neil but not Kyle because _ was comical on stage.</sentence>
<option1>Neil</option1>
<option2>Kyle</option2>","1"
"1500","[winogrande]:
<sentence>Unlike Benjamin, Adam drove a hybrid electric vehicle because _ wanted to reduce smog pollution.</sentence>
<option1>Benjamin</option1>
<option2>Adam</option2>","1"
"1501","[winogrande]:
<sentence>Unlike Benjamin, Adam drove a hybrid electric vehicle because _ wanted to increase smog pollution.</sentence>
<option1>Benjamin</option1>
<option2>Adam</option2>","2"
"1502","[winogrande]:
<sentence>Cross-training for runners mixes the intensity of sprinting with the mildness of jogging, since the _ is necessary for quick dashes.</sentence>
<option1>intensity</option1>
<option2>mildness</option2>","1"
"1503","[winogrande]:
<sentence>Cross-training for runners mixes the intensity of sprinting with the mildness of jogging, since the _ is necessary for longer runs.</sentence>
<option1>intensity</option1>
<option2>mildness</option2>","2"
"1504","[winogrande]:
<sentence>Ben needed to stretch his knuckles and legs. He found the _ easier because they were few.</sentence>
<option1>knuckles</option1>
<option2>legs</option2>","2"
"1505","[winogrande]:
<sentence>Ben needed to stretch his knuckles and legs. He found the _ easier because they were numerous.</sentence>
<option1>knuckles</option1>
<option2>legs</option2>","1"
"1506","[winogrande]:
<sentence>the fake fireplace  could not fit at the wall because the _ was too narrow.</sentence>
<option1>fireplace</option1>
<option2>wall</option2>","2"
"1507","[winogrande]:
<sentence>the fake fireplace  could not fit at the wall because the _ was too wide.</sentence>
<option1>fireplace</option1>
<option2>wall</option2>","1"
"1508","[winogrande]:
<sentence>Kenny wanted to marry Paulie in the cathedral but Paulie was scared of large places, so their marriage ceremony took place in a cave instead since the _ was vast.</sentence>
<option1>cathedral</option1>
<option2>cave</option2>","1"
"1509","[winogrande]:
<sentence>Kenny wanted to marry Paulie in the cathedral but Paulie was scared of large places, so their marriage ceremony took place in a cave instead since the _ was small.</sentence>
<option1>cathedral</option1>
<option2>cave</option2>","2"
"1510","[winogrande]:
<sentence>Logan has less time to get ready in the morning than Jeffrey because _ has a toddler.</sentence>
<option1>Logan</option1>
<option2>Jeffrey</option2>","1"
"1511","[winogrande]:
<sentence>Logan has less time to get ready in the morning than Jeffrey because _ doesn't have a toddler.</sentence>
<option1>Logan</option1>
<option2>Jeffrey</option2>","2"
"1512","[winogrande]:
<sentence>The bleach that Logan used to scrub the sink hurt Ian's nose, so _ finished quickly.</sentence>
<option1>Logan</option1>
<option2>Ian</option2>","1"
"1513","[winogrande]:
<sentence>The bleach that Logan used to scrub the sink hurt Ian's nose, so _ left quickly.</sentence>
<option1>Logan</option1>
<option2>Ian</option2>","2"
"1514","[winogrande]:
<sentence>Neil was struggling with teenage anxiety when Logan offered to help and  _ got him through the tough patch.</sentence>
<option1>Neil</option1>
<option2>Logan</option2>","2"
"1515","[winogrande]:
<sentence>Neil was struggling with teenage anxiety when Logan offered to help _ get through the tough patch.</sentence>
<option1>Neil</option1>
<option2>Logan</option2>","1"
"1516","[winogrande]:
<sentence>You can use both flour and cornstarch to thicken soups, but the _ is a less common kitchen ingredient.</sentence>
<option1>flour</option1>
<option2>cornstarch</option2>","2"
"1517","[winogrande]:
<sentence>You can use both flour and cornstarch to thicken soups, but the _ is a more common kitchen ingredient.</sentence>
<option1>flour</option1>
<option2>cornstarch</option2>","1"
"1518","[winogrande]:
<sentence>John used the microwave to prepare the potatoes, but not the beans, since the _ were best eaten cold .</sentence>
<option1>potatoes</option1>
<option2>beans</option2>","2"
"1519","[winogrande]:
<sentence>John used the microwave to prepare the potatoes, but not the beans, since the _ were best eaten hot .</sentence>
<option1>potatoes</option1>
<option2>beans</option2>","1"
"1520","[winogrande]:
<sentence>Ian generally has more cash in their wallet than Nick because _ gets paid under the table.</sentence>
<option1>Ian</option1>
<option2>Nick</option2>","1"
"1521","[winogrande]:
<sentence>Ian generally has more cash in their wallet than Nick because _ gets paid by direct deposit.</sentence>
<option1>Ian</option1>
<option2>Nick</option2>","2"
"1522","[winogrande]:
<sentence>Angie loved the green nail polish more than the pink because her skin was pale and the _ polish looked vivid.</sentence>
<option1>pink</option1>
<option2>green</option2>","2"
"1523","[winogrande]:
<sentence>Angie loved the green nail polish more than the pink because her skin was pale and the _ polish looked bland.</sentence>
<option1>pink</option1>
<option2>green</option2>","1"
"1524","[winogrande]:
<sentence>The person's grandparent slept later on the weekend than the weekday because they didn't have to work on the _ .</sentence>
<option1>weekend</option1>
<option2>weekday</option2>","1"
"1525","[winogrande]:
<sentence>The person's grandparent slept later on the weekend than the weekday because they had to work on the _ .</sentence>
<option1>weekend</option1>
<option2>weekday</option2>","2"
"1526","[winogrande]:
<sentence>In the ER, the doctor treats most patients with antibiotics, instead of harsh chemicals when possible. This is because the _ are more toxic.</sentence>
<option1>antibiotics</option1>
<option2>chemicals</option2>","2"
"1527","[winogrande]:
<sentence>In the ER, the doctor treats most patients with antibiotics, instead of harsh chemicals when possible. This is because the _ are more mild.</sentence>
<option1>antibiotics</option1>
<option2>chemicals</option2>","1"
"1528","[winogrande]:
<sentence>The man tried to use the remote to turn on the television but the _ was too far.</sentence>
<option1>remote</option1>
<option2>television</option2>","1"
"1529","[winogrande]:
<sentence>The man tried to use the remote to turn on the television but the _ was too old.</sentence>
<option1>remote</option1>
<option2>television</option2>","2"
"1530","[winogrande]:
<sentence>Randy had a dream that their friend, Jason, would be in a car accident after work. _ was concerned and tried to reach his friend.</sentence>
<option1>Randy</option1>
<option2>Jason</option2>","1"
"1531","[winogrande]:
<sentence>Randy had a dream that their friend, Jason, would be in a car accident after work. _ was busy and didn't know tried to reach them.</sentence>
<option1>Randy</option1>
<option2>Jason</option2>","2"
"1532","[winogrande]:
<sentence>Katrina passed on all their experience to Patricia, because _ had chosen to be their student.</sentence>
<option1>Katrina</option1>
<option2>Patricia</option2>","2"
"1533","[winogrande]:
<sentence>Katrina passed on all their experience to Patricia, because _ had chosen to be their mentor.</sentence>
<option1>Katrina</option1>
<option2>Patricia</option2>","1"
"1534","[winogrande]:
<sentence>My sister liked to stay in the hotel instead of the house when she visited us because the _ was more crowded.</sentence>
<option1>hotel</option1>
<option2>house</option2>","2"
"1535","[winogrande]:
<sentence>My sister liked to stay in the hotel instead of the house when she visited us because the _ was more spacious.</sentence>
<option1>hotel</option1>
<option2>house</option2>","1"
"1536","[winogrande]:
<sentence>Jason got into a deep financial hole, unlike Joel, because _ managed their fortune well.</sentence>
<option1>Jason</option1>
<option2>Joel</option2>","1"
"1537","[winogrande]:
<sentence>Jason got into a deep financial hole, unlike Joel, because _ managed their fortune poorly.</sentence>
<option1>Jason</option1>
<option2>Joel</option2>","2"
"1538","[winogrande]:
<sentence>Carrie told Sarah that she was going to grow her hair super long to be attractive to men.  _ was confident.</sentence>
<option1>Carrie</option1>
<option2>Sarah</option2>","1"
"1539","[winogrande]:
<sentence>Carrie told Sarah that she was going to grow her hair super long to be attractive to men.  _ was skeptical.</sentence>
<option1>Carrie</option1>
<option2>Sarah</option2>","2"
"1540","[winogrande]:
<sentence>Carrie's hair is silver, but Mary has brown hair because _ is a younger person.</sentence>
<option1>Carrie</option1>
<option2>Mary</option2>","2"
"1541","[winogrande]:
<sentence>Carrie's hair is silver, but Mary has brown hair because _ is an older person.</sentence>
<option1>Carrie</option1>
<option2>Mary</option2>","1"
"1542","[winogrande]:
<sentence>William was hungry and needed to eat Leslie owns a dinner just a couple of blocks from where he works, _ serving food.</sentence>
<option1>William</option1>
<option2>Leslie</option2>","2"
"1543","[winogrande]:
<sentence>William was hungry and needed to eat Leslie owns a dinner just a couple of blocks from where he works, _ is hungry.</sentence>
<option1>William</option1>
<option2>Leslie</option2>","1"
"1544","[winogrande]:
<sentence>Megan used 1234 as their password while Samantha had a complex 12 digit password. _ had their bank account hacked.</sentence>
<option1>Megan</option1>
<option2>Samantha</option2>","1"
"1545","[winogrande]:
<sentence>Megan used 1234 as their password while Samantha had a complex 12 digit password. _ didn't get their bank account hacked.</sentence>
<option1>Megan</option1>
<option2>Samantha</option2>","2"
"1546","[winogrande]:
<sentence>The negotiator made a deal for the salary, but the benefits package is still under negotiation. The _ was easy to bargain for.</sentence>
<option1>salary</option1>
<option2>benefits package</option2>","1"
"1547","[winogrande]:
<sentence>The negotiator made a deal for the salary, but the benefits package is still under negotiation. The _ was complex to bargain for.</sentence>
<option1>salary</option1>
<option2>benefits package</option2>","2"
"1548","[winogrande]:
<sentence>Elena chose to honor Kayla at their funeral by singing a song, because _ was a dead loved one.</sentence>
<option1>Elena</option1>
<option2>Kayla</option2>","2"
"1549","[winogrande]:
<sentence>Elena chose to honor Kayla at their funeral by singing a song, because _ was a mourning loved one.</sentence>
<option1>Elena</option1>
<option2>Kayla</option2>","1"
"1550","[winogrande]:
<sentence>Eric but not Samuel was able to direct traffic because _ used to be a crossing guard.</sentence>
<option1>Eric</option1>
<option2>Samuel</option2>","1"
"1551","[winogrande]:
<sentence>Eric but not Samuel was able to direct traffic because _ used to be visually impaired.</sentence>
<option1>Eric</option1>
<option2>Samuel</option2>","2"
"1552","[winogrande]:
<sentence>The man left the shoes on the porch, but brought the umbrellas inside, because the _ were dry.</sentence>
<option1>shoes</option1>
<option2>umbrellas</option2>","2"
"1553","[winogrande]:
<sentence>The man left the shoes on the porch, but brought the umbrellas inside, because the _ were wet.</sentence>
<option1>shoes</option1>
<option2>umbrellas</option2>","1"
"1554","[winogrande]:
<sentence>Eric loved to study film unlike Benjamin because _ had an affinity to the arts.</sentence>
<option1>Eric</option1>
<option2>Benjamin</option2>","1"
"1555","[winogrande]:
<sentence>Eric loved to study film unlike Benjamin because _ had an aversion to the arts.</sentence>
<option1>Eric</option1>
<option2>Benjamin</option2>","2"
"1556","[winogrande]:
<sentence>James could not get the new bracelet into his wrist because the _ is too small.</sentence>
<option1>wrist</option1>
<option2>bracelet</option2>","2"
"1557","[winogrande]:
<sentence>James could not get the new bracelet into his wrist because the _ is too big.</sentence>
<option1>wrist</option1>
<option2>bracelet</option2>","1"
"1558","[winogrande]:
<sentence>Sally was playing with the neighbor's dog and only use the puppet instead of the rope to play with the dog because the _ was interesting.</sentence>
<option1>puppet</option1>
<option2>rope</option2>","1"
"1559","[winogrande]:
<sentence>Sally was playing with the neighbor's dog and only use the puppet instead of the rope to play with the dog because the _ was dull.</sentence>
<option1>puppet</option1>
<option2>rope</option2>","2"
"1560","[winogrande]:
<sentence>Maria asked Megan if she would help clean the garage but _ did not care if work got done around the house.</sentence>
<option1>Maria</option1>
<option2>Megan</option2>","2"
"1561","[winogrande]:
<sentence>Maria asked Megan if she would help clean the garage because _ wanted to get work done around the house.</sentence>
<option1>Maria</option1>
<option2>Megan</option2>","1"
"1562","[winogrande]:
<sentence>He didn't hit the wall as many times as he hit the door, so the _ ended up being less damaged.</sentence>
<option1>door</option1>
<option2>wall</option2>","2"
"1563","[winogrande]:
<sentence>He didn't hit the wall as many times as he hit the door, so the _ ended up being more damaged.</sentence>
<option1>door</option1>
<option2>wall</option2>","1"
"1564","[winogrande]:
<sentence>Ian sat outside on the porch longer than Aaron because _  wanted to watch the birds.</sentence>
<option1>Ian</option1>
<option2>Aaron</option2>","1"
"1565","[winogrande]:
<sentence>Ian sate outside on the porch longer than Aaron because _ wanted to watch the television.</sentence>
<option1>Ian</option1>
<option2>Aaron</option2>","2"
"1566","[winogrande]:
<sentence>I went to Thailand for treatments and they were much better than the procedures in America because the _ were costly.</sentence>
<option1>treatments</option1>
<option2>procedures</option2>","2"
"1567","[winogrande]:
<sentence>I went to Thailand for treatments and they were much better than the procedures in America because the _ were cheap.</sentence>
<option1>treatments</option1>
<option2>procedures</option2>","1"
"1568","[winogrande]:
<sentence>James had some oil spilled on the floor, and he then put a mat over it because the _ is dry.</sentence>
<option1>floor</option1>
<option2>mat</option2>","2"
"1569","[winogrande]:
<sentence>James had some oil spilled on the floor, and he then put a mat over it because the _ is slippery.</sentence>
<option1>floor</option1>
<option2>mat</option2>","1"
"1570","[winogrande]:
<sentence>Julie found it too difficult to use traps instead of poisons to deal with her rat infestation because the _ are more effective.</sentence>
<option1>traps</option1>
<option2>poisons</option2>","2"
"1571","[winogrande]:
<sentence>Julie found it too difficult to use traps instead of poisons to deal with her rat infestation because the _ are less effective.</sentence>
<option1>traps</option1>
<option2>poisons</option2>","1"
"1572","[winogrande]:
<sentence>Randy cooked noodles for a recipe and Michael did not because _ was making hamburgers.</sentence>
<option1>Randy</option1>
<option2>Michael</option2>","2"
"1573","[winogrande]:
<sentence>Randy cooked noodles for a recipe and Michael did not because _ was making lasagna.</sentence>
<option1>Randy</option1>
<option2>Michael</option2>","1"
"1574","[winogrande]:
<sentence>The flower placed on the window had started to block the sun ray because the _ is small.</sentence>
<option1>flower</option1>
<option2>window</option2>","2"
"1575","[winogrande]:
<sentence>The flower placed on the window had started to block the sun ray because the _ is big.</sentence>
<option1>flower</option1>
<option2>window</option2>","1"
"1576","[winogrande]:
<sentence>Liam brought home a new bed for his pet dog. However he had to take it back because the _ was too small.</sentence>
<option1>bed</option1>
<option2>pet</option2>","1"
"1577","[winogrande]:
<sentence>Liam brought home a new bed for his pet dog. However he had to take it back because the _ was too big.</sentence>
<option1>bed</option1>
<option2>pet</option2>","2"
"1578","[winogrande]:
<sentence>He received a gift that he liked more than the old toy because the _ was more expensive.</sentence>
<option1>gift</option1>
<option2>toy</option2>","1"
"1579","[winogrande]:
<sentence>He received a gift that he liked more than the old toy because the _ was more cheap.</sentence>
<option1>gift</option1>
<option2>toy</option2>","2"
"1580","[winogrande]:
<sentence>Leslie was able to jump to the top of the wall while leaving Brian behind because _ is tall.</sentence>
<option1>Leslie</option1>
<option2>Brian</option2>","1"
"1581","[winogrande]:
<sentence>Leslie was able to jump to the top of the wall while leaving Brian behind because _ is short.</sentence>
<option1>Leslie</option1>
<option2>Brian</option2>","2"
"1582","[winogrande]:
<sentence>Billy wanted to rent a movie but James said TV was better. James said the _ would have more variety.</sentence>
<option1>movie</option1>
<option2>TV</option2>","2"
"1583","[winogrande]:
<sentence>Billy wanted to rent a movie but James said TV was better. Billy said the _ would be more entertaining.</sentence>
<option1>movie</option1>
<option2>TV</option2>","1"
"1584","[winogrande]:
<sentence>The boat started to sink when James added more luggage into it. The _ is heavy.</sentence>
<option1>luggage</option1>
<option2>boat</option2>","1"
"1585","[winogrande]:
<sentence>The boat started to sink when James added more luggage into it. The _ is light.</sentence>
<option1>luggage</option1>
<option2>boat</option2>","2"
"1586","[winogrande]:
<sentence>There was less chocolate in the cake than in the pie, so the _ was sweeter.</sentence>
<option1>cake</option1>
<option2>pie</option2>","2"
"1587","[winogrande]:
<sentence>There was more chocolate in the cake than in the pie, so the _ was sweeter.</sentence>
<option1>cake</option1>
<option2>pie</option2>","1"
"1588","[winogrande]:
<sentence>Ben was looking for a new mattress and found both spring and memory foam. He liked the _ mattress because it was stiff.</sentence>
<option1>memory foam</option1>
<option2>spring</option2>","2"
"1589","[winogrande]:
<sentence>Ben was looking for a new mattress and found both spring and memory foam. He liked the _ mattress because it was shaping.</sentence>
<option1>memory foam</option1>
<option2>spring</option2>","1"
"1590","[winogrande]:
<sentence>Rachel was interested in learning about herbal treatments and asked Betty to share her knowledge. _ was anxious to help.</sentence>
<option1>Rachel</option1>
<option2>Betty</option2>","2"
"1591","[winogrande]:
<sentence>Rachel was interested in learning about herbal treatments and asked Betty to share her knowledge. _ was anxious to learn.</sentence>
<option1>Rachel</option1>
<option2>Betty</option2>","1"
"1592","[winogrande]:
<sentence>Jennifer had to wash their face with a special cleanser that Cynthia found too drying, because _ 's face produced more oil.</sentence>
<option1>Jennifer</option1>
<option2>Cynthia</option2>","1"
"1593","[winogrande]:
<sentence>Jennifer had to wash their face with a special cleanser that Cynthia found too drying, because _ 's face produced less oil.</sentence>
<option1>Jennifer</option1>
<option2>Cynthia</option2>","2"
"1594","[winogrande]:
<sentence>Betty told a crazy story about a wild duck to Mary, and _ was amused to hear the story.</sentence>
<option1>Betty</option1>
<option2>Mary</option2>","2"
"1595","[winogrande]:
<sentence>Betty told a crazy story about a wild duck to Mary, because _ needed someone to hear the story.</sentence>
<option1>Betty</option1>
<option2>Mary</option2>","1"
"1596","[winogrande]:
<sentence>Because Cynthia was less flexible then Carrie, _ decided to take up yoga to improve in that manner.</sentence>
<option1>Cynthia</option1>
<option2>Carrie</option2>","1"
"1597","[winogrande]:
<sentence>Because Cynthia was more flexible then Carrie, _ decided to take up yoga to improve in that manner.</sentence>
<option1>Cynthia</option1>
<option2>Carrie</option2>","2"
"1598","[winogrande]:
<sentence>Ian enjoys eating almonds and Derrick hates it as _ has strong teeth to bite them.</sentence>
<option1>Ian</option1>
<option2>Derrick</option2>","1"
"1599","[winogrande]:
<sentence>Ian enjoys eating almonds and Derrick hates it as _ has weak teeth to bite them.</sentence>
<option1>Ian</option1>
<option2>Derrick</option2>","2"
"1600","[winogrande]:
<sentence>The lost dog wanted food and water but there was a dumpster with _ , the dog ran past it.</sentence>
<option1>water</option1>
<option2>food</option2>","2"
"1601","[winogrande]:
<sentence>The lost dog wanted food and water although there was a stream with _ , the dog ran past it.</sentence>
<option1>water</option1>
<option2>food</option2>","1"
"1602","[winogrande]:
<sentence>The children enjoyed the cartoon more than they did the movie because the _ was funny.</sentence>
<option1>cartoon</option1>
<option2>movie</option2>","1"
"1603","[winogrande]:
<sentence>The children enjoyed the cartoon more than they did the movie because the _ was scary.</sentence>
<option1>cartoon</option1>
<option2>movie</option2>","2"
"1604","[winogrande]:
<sentence>Jim bought the phone instead of the monitor at the electronic store because the _ he had last was broken.</sentence>
<option1>phone</option1>
<option2>monitor</option2>","1"
"1605","[winogrande]:
<sentence>Jim bought the phone instead of the monitor at the electronic store because the _ he had last was still working.</sentence>
<option1>phone</option1>
<option2>monitor</option2>","2"
"1606","[winogrande]:
<sentence>Joel wants to start beekeeping but asks Eric if he wants to join him, because _ would feel lonely.</sentence>
<option1>Joel</option1>
<option2>Eric</option2>","1"
"1607","[winogrande]:
<sentence>Joel wants to start beekeeping but asks Eric if he wants to join him, so _ agrees to do it.</sentence>
<option1>Joel</option1>
<option2>Eric</option2>","2"
"1608","[winogrande]:
<sentence>Sarah was more sick in the morning than Emily because _ was several weeks pregnant.</sentence>
<option1>Sarah</option1>
<option2>Emily</option2>","1"
"1609","[winogrande]:
<sentence>Sarah was more sick in the morning than Emily although _ was several weeks pregnant.</sentence>
<option1>Sarah</option1>
<option2>Emily</option2>","2"
"1610","[winogrande]:
<sentence>Erin jumped and clapped at the dance performed by Betty.  _ was quite the performer.</sentence>
<option1>Erin</option1>
<option2>Betty</option2>","2"
"1611","[winogrande]:
<sentence>Erin jumped and clapped at the dance performed by Betty.  _ was quite the fan.</sentence>
<option1>Erin</option1>
<option2>Betty</option2>","1"
"1612","[winogrande]:
<sentence>Sam was hot on the beach and saw an ice cream truck. Sam saw popsicles and slushies, but she chose the _ because it can be sucked.</sentence>
<option1>popsicles</option1>
<option2>slushies</option2>","1"
"1613","[winogrande]:
<sentence>Sam was hot on the beach and saw an ice cream truck. Sam saw popsicles and slushies, but she chose the _ because it can be sipped.</sentence>
<option1>popsicles</option1>
<option2>slushies</option2>","2"
"1614","[winogrande]:
<sentence>Patricia is a sous chef and Laura does not like to cook so _ doesn't do any of the cooking in the house.</sentence>
<option1>Patricia</option1>
<option2>Laura</option2>","2"
"1615","[winogrande]:
<sentence>Patricia is a sous chef and Laura does not like to cook so _ does all the the cooking in the house.</sentence>
<option1>Patricia</option1>
<option2>Laura</option2>","1"
"1616","[winogrande]:
<sentence>The tree in Monicas yard was a lot bigger than that of Lindsey because _ had an older tree.</sentence>
<option1>Monica</option1>
<option2>Lindsey</option2>","1"
"1617","[winogrande]:
<sentence>The tree in Monicas yard was a lot smaller than that of Lindsey because _ had an older tree.</sentence>
<option1>Monica</option1>
<option2>Lindsey</option2>","2"
"1618","[winogrande]:
<sentence>Dennis uses Facebook all the time, but Benjamin is kind of against social media. _ is savvy at technology.</sentence>
<option1>Dennis</option1>
<option2>Benjamin</option2>","1"
"1619","[winogrande]:
<sentence>Dennis uses Facebook all the time, but Benjamin is kind of against social media. _ is against technology.</sentence>
<option1>Dennis</option1>
<option2>Benjamin</option2>","2"
"1620","[winogrande]:
<sentence>Ian slipped on oil that Donald spilled all over the kitchen floor. _ was angry.</sentence>
<option1>Ian</option1>
<option2>Donald</option2>","1"
"1621","[winogrande]:
<sentence>Ian slipped on oil that Donald spilled all over the kitchen floor. _ was sorry.</sentence>
<option1>Ian</option1>
<option2>Donald</option2>","2"
"1622","[winogrande]:
<sentence>Kayla got to their destination later than Rebecca because _ didn't stop to pay the toll.</sentence>
<option1>Kayla</option1>
<option2>Rebecca</option2>","2"
"1623","[winogrande]:
<sentence>Kayla got to their destination later than Rebecca because _ had to stop to pay the toll.</sentence>
<option1>Kayla</option1>
<option2>Rebecca</option2>","1"
"1624","[winogrande]:
<sentence>The line cook at the restaurant added tomatoes and croutons to the salads; the _ were red.</sentence>
<option1>tomatoes</option1>
<option2>croutons</option2>","1"
"1625","[winogrande]:
<sentence>The line cook at the restaurant added tomatoes and croutons to the salads; the _ were crunchy.</sentence>
<option1>tomatoes</option1>
<option2>croutons</option2>","2"
"1626","[winogrande]:
<sentence>Kim tired to de-ice her windshield with her hand in the snow but the _  got too cold.</sentence>
<option1>hand</option1>
<option2>snow</option2>","1"
"1627","[winogrande]:
<sentence>Kim tired to de-ice her windshield with her hand in the snow but the _ got too much.</sentence>
<option1>hand</option1>
<option2>snow</option2>","2"
"1628","[winogrande]:
<sentence>The case handle eventually broke while James used it to haul the brass bar. The _ is heavy.</sentence>
<option1>bar</option1>
<option2>case</option2>","1"
"1629","[winogrande]:
<sentence>The case handle eventually broke while James used it to haul the brass bar. The _ is light.</sentence>
<option1>bar</option1>
<option2>case</option2>","2"
"1630","[winogrande]:
<sentence>The woman covered the carpet in the living room with a rug, because the _ was clean.</sentence>
<option1>carpet</option1>
<option2>rug</option2>","2"
"1631","[winogrande]:
<sentence>The woman covered the carpet in the living room with a rug, because the _ was stained.</sentence>
<option1>carpet</option1>
<option2>rug</option2>","1"
"1632","[winogrande]:
<sentence>It took Jennifer days to finish her project, while Elena finished in mere hours, unusual since _ was usually the speedy one.</sentence>
<option1>Jennifer</option1>
<option2>Elena</option2>","1"
"1633","[winogrande]:
<sentence>It took Jennifer days to finish her project, while Elena finished in mere hours, unusual since _ was usually the slow one.</sentence>
<option1>Jennifer</option1>
<option2>Elena</option2>","2"
"1634","[winogrande]:
<sentence>It was enjoyable for Monica to explore new places but Christine avoided it, since _ was frightened by new things.</sentence>
<option1>Monica</option1>
<option2>Christine</option2>","2"
"1635","[winogrande]:
<sentence>It was enjoyable for Monica to explore new places but Christine avoided it, since _ was curious about new things.</sentence>
<option1>Monica</option1>
<option2>Christine</option2>","1"
"1636","[winogrande]:
<sentence>Rich wanted a better place to store his batteries, he moved them from the top of the fridge to a drawer. The _ was hot.</sentence>
<option1>fridge</option1>
<option2>drawer</option2>","1"
"1637","[winogrande]:
<sentence>Rich wanted a better place to store his batteries, he moved them from the top of the fridge to a drawer. The _ was cold.</sentence>
<option1>fridge</option1>
<option2>drawer</option2>","2"
"1638","[winogrande]:
<sentence>James run out of cash when he went on the vacation with its cost. The _ is low.</sentence>
<option1>cost</option1>
<option2>cash</option2>","2"
"1639","[winogrande]:
<sentence>James run out of cash when he went on the vacation with its cost. The _ is high.</sentence>
<option1>cost</option1>
<option2>cash</option2>","1"
"1640","[winogrande]:
<sentence>After the terrible traffic accident, Justin paid 3 million to Benjamin, because _ was severely injured.</sentence>
<option1>Justin</option1>
<option2>Benjamin</option2>","2"
"1641","[winogrande]:
<sentence>After the terrible traffic accident, Justin paid 3 million to Benjamin, _ was at fault.</sentence>
<option1>Justin</option1>
<option2>Benjamin</option2>","1"
"1642","[winogrande]:
<sentence>In the village the healer created natural remedies and used berries but not herbs because the _ were healthy.</sentence>
<option1>berries</option1>
<option2>herbs</option2>","1"
"1643","[winogrande]:
<sentence>In the village the healer created natural remedies and used berries but not herbs because the _ were poisonous.</sentence>
<option1>berries</option1>
<option2>herbs</option2>","2"
"1644","[winogrande]:
<sentence>The acorn that I ate for a snack chipped my tooth because the _ was soft.</sentence>
<option1>acorn</option1>
<option2>tooth</option2>","2"
"1645","[winogrande]:
<sentence>The acorn that I ate for a snack chipped my tooth because the _ was hard.</sentence>
<option1>acorn</option1>
<option2>tooth</option2>","1"
"1646","[winogrande]:
<sentence>Jason called the ambulance after Benjamin had a bad car accident because _ was worried about them.</sentence>
<option1>Jason</option1>
<option2>Benjamin</option2>","1"
"1647","[winogrande]:
<sentence>Jason called the ambulance after Benjamin had a bad car accident because _ was unconscious.</sentence>
<option1>Jason</option1>
<option2>Benjamin</option2>","2"
"1648","[winogrande]:
<sentence>Katrina is being bullied and asks Patricia for her protection, because _ is bulky and huge.</sentence>
<option1>Katrina</option1>
<option2>Patricia</option2>","2"
"1649","[winogrande]:
<sentence>Katrina is being bullied and asks Patricia for her protection, because _ is thin and small.</sentence>
<option1>Katrina</option1>
<option2>Patricia</option2>","1"
"1650","[winogrande]:
<sentence>Derrick studied how to crochet but Hunter did not. _ made some cute little booties for their dog.</sentence>
<option1>Derrick</option1>
<option2>Hunter</option2>","1"
"1651","[winogrande]:
<sentence>Derrick studied how to crochet but Hunter did not. _ bought some cute little booties for their dog.</sentence>
<option1>Derrick</option1>
<option2>Hunter</option2>","2"
"1652","[winogrande]:
<sentence>Going vegan was more difficult for Logan than Michael, because _ was raised on eating lots of vegetables.</sentence>
<option1>Logan</option1>
<option2>Michael</option2>","2"
"1653","[winogrande]:
<sentence>Going vegan was more difficult for Logan than Michael, because _ was raised on eating lots of meat.</sentence>
<option1>Logan</option1>
<option2>Michael</option2>","1"
"1654","[winogrande]:
<sentence>Rose was looking for a useful stocking stuffer so she picked a small book rather than a wallet because the _ was somewhat educational.</sentence>
<option1>book</option1>
<option2>wallet</option2>","1"
"1655","[winogrande]:
<sentence>Rose was looking for a useful stocking stuffer so she picked a small book rather than a wallet because the _ was not educational.</sentence>
<option1>book</option1>
<option2>wallet</option2>","2"
"1656","[winogrande]:
<sentence>The man had an easier time walking in the desert than in the snow because it was cooler in the _ .</sentence>
<option1>desert</option1>
<option2>snow</option2>","2"
"1657","[winogrande]:
<sentence>The man had an easier time walking in the desert than in the snow because it was hotter in the _ .</sentence>
<option1>desert</option1>
<option2>snow</option2>","1"
"1658","[winogrande]:
<sentence>The cat was more fond of Kayla than Laura because _ frequently gave the cat warm milk.</sentence>
<option1>Kayla</option1>
<option2>Laura</option2>","1"
